driverId,driverRef,nationality,raceId,pointsSeason,positionSeason,wins,constructorId,positionOrder,pointsRace,laps,rank,fastestLapTime,fastestLapSpeed,statusId,mean_stop,stops,year,round,date,country,age,minQ,ConstructorSeasonPoints,ConstructorSeasonPosition,ConstructorWins,ConstructorRacePoints,nextPodium,nextTop10,qualifyPosition
3,rosberg,German,843.0,10.0,9.0,0.0,131.0,5.0,10.0,56.0,5.0,1:41.166,193.974,1.0,12868.4,3,2011,3,2011-04-17,China,25.804773540866684,85.57400000000001,16.0,5.0,0.0,14.0,False,True,3.0
30,michael_schumacher,German,843.0,6.0,11.0,0.0,131.0,8.0,4.0,56.0,6.0,1:41.215,193.88,1.0,12951.8,3,2011,3,2011-04-17,China,42.284235815930515,86.12100000000001,16.0,5.0,0.0,14.0,False,False,8.0
3,rosberg,German,844.0,20.0,9.0,0.0,131.0,5.0,10.0,58.0,7.0,1:30.573,212.169,1.0,14267.333333333334,4,2011,4,2011-05-08,Turkey,25.862269588013444,82.569,26.0,5.0,0.0,10.0,False,True,7.0
30,michael_schumacher,German,844.0,6.0,11.0,0.0,131.0,12.0,0.0,58.0,12.0,1:31.153,210.819,1.0,15489.833333333334,4,2011,4,2011-05-08,Turkey,42.34173186307727,82.671,26.0,5.0,0.0,10.0,False,True,10.0
3,rosberg,German,845.0,26.0,6.0,0.0,131.0,7.0,6.0,65.0,13.0,1:29.155,187.964,11.0,12284.8,3,2011,5,2011-05-22,Spain,25.90060028611128,74.741,40.0,5.0,0.0,14.0,False,False,8.0
30,michael_schumacher,German,845.0,14.0,10.0,0.0,131.0,6.0,8.0,65.0,15.0,1:29.463,187.317,11.0,12379.4,3,2011,5,2011-05-22,Spain,42.38006256117511,74.682,40.0,5.0,0.0,14.0,False,False,5.0
3,rosberg,German,846.0,26.0,7.0,0.0,131.0,11.0,0.0,76.0,10.0,1:18.699,152.784,12.0,15292.8,3,2011,6,2011-05-29,Monaco,25.919765635160203,73.81400000000001,40.0,5.0,0.0,0.0,False,False,6.0
30,michael_schumacher,German,846.0,14.0,11.0,0.0,131.0,22.0,0.0,32.0,15.0,1:19.801,150.674,5.0,11986.666666666666,1,2011,6,2011-05-29,Monaco,42.39922791022403,73.864,40.0,5.0,0.0,0.0,False,True,8.0
3,rosberg,German,847.0,26.0,10.0,0.0,131.0,11.0,0.0,70.0,9.0,1:20.071,196.07,1.0,15396.333333333334,4,2011,7,2011-06-12,Canada,25.95809633325804,98.23100000000001,52.0,5.0,0.0,12.0,False,True,7.0
30,michael_schumacher,German,847.0,26.0,9.0,0.0,131.0,4.0,12.0,70.0,4.0,1:19.138,198.382,1.0,15874.333333333334,4,2011,7,2011-06-12,Canada,42.437558608321865,98.24000000000001,52.0,5.0,0.0,12.0,False,False,8.0
3,rosberg,German,848.0,32.0,7.0,0.0,131.0,7.0,6.0,57.0,12.0,1:43.649,188.215,1.0,13269.6,3,2011,8,2011-06-26,Spain,25.99642703135588,92.209,58.0,5.0,0.0,6.0,False,True,9.0
30,michael_schumacher,German,848.0,26.0,10.0,0.0,131.0,17.0,0.0,56.0,18.0,1:44.578,186.544,11.0,14782.4,3,2011,8,2011-06-26,Spain,42.47588930641971,92.656,58.0,5.0,0.0,6.0,False,True,13.0
3,rosberg,German,849.0,40.0,7.0,0.0,131.0,6.0,8.0,52.0,13.0,1:37.073,218.47,1.0,12493.25,2,2011,9,2011-07-10,UK,26.03475772945372,91.263,68.0,4.0,0.0,10.0,False,True,6.0
30,michael_schumacher,German,849.0,28.0,10.0,0.0,131.0,9.0,2.0,52.0,11.0,1:37.034,218.558,1.0,17504.6,3,2011,9,2011-07-10,UK,42.51422000451755,92.18,68.0,4.0,0.0,10.0,False,True,10.0
3,rosberg,German,850.0,46.0,7.0,0.0,131.0,7.0,6.0,59.0,7.0,1:36.181,192.686,11.0,12444.6,3,2011,10,2011-07-24,Germany,26.073088427551557,81.098,78.0,4.0,0.0,10.0,False,True,7.0
30,michael_schumacher,German,850.0,32.0,10.0,0.0,131.0,8.0,4.0,59.0,6.0,1:35.628,193.8,11.0,12375.4,3,2011,10,2011-07-24,Germany,42.552550702615385,81.852,78.0,4.0,0.0,10.0,False,False,9.0
3,rosberg,German,851.0,48.0,7.0,0.0,131.0,9.0,2.0,69.0,9.0,1:24.857,185.86,11.0,14227.833333333334,4,2011,11,2011-07-31,Hungary,26.09225377660048,110.552,80.0,4.0,0.0,2.0,False,True,5.0
30,michael_schumacher,German,851.0,32.0,10.0,0.0,131.0,22.0,0.0,26.0,22.0,1:29.781,175.667,6.0,10725.0,2,2011,11,2011-07-31,Hungary,42.5717160516643,83.671,80.0,4.0,0.0,2.0,False,True,8.0
3,rosberg,German,852.0,56.0,7.0,0.0,131.0,6.0,8.0,44.0,8.0,1:52.263,224.601,1.0,11279.0,2,2011,12,2011-08-28,Belgium,26.168915172796154,106.013,98.0,4.0,0.0,18.0,False,True,7.0
3,rosberg,German,854.0,62.0,7.0,0.0,131.0,7.0,6.0,60.0,16.0,1:54.383,159.663,11.0,18016.8,3,2011,14,2011-09-25,Singapore,26.245576568991833,97.754,114.0,4.0,0.0,6.0,False,True,7.0
30,michael_schumacher,German,854.0,52.0,8.0,0.0,131.0,23.0,0.0,28.0,9.0,1:53.096,161.48,3.0,14991.75,2,2011,14,2011-09-25,Singapore,42.72503884405566,92.116,114.0,4.0,0.0,6.0,False,True,7.0
3,rosberg,German,856.0,67.0,7.0,0.0,131.0,8.0,4.0,55.0,9.0,1:41.770,198.624,1.0,10430.5,2,2011,16,2011-10-16,Korea,26.303072616138593,85.45100000000001,127.0,4.0,0.0,4.0,False,True,7.0
30,michael_schumacher,German,856.0,60.0,8.0,0.0,131.0,24.0,0.0,15.0,22.0,1:45.327,191.916,4.0,7041.333333333333,1,2011,16,2011-10-16,Korea,42.78253489120242,86.337,127.0,4.0,0.0,4.0,False,True,12.0
3,rosberg,German,857.0,75.0,7.0,0.0,131.0,6.0,8.0,60.0,6.0,1:28.600,208.239,1.0,11246.75,2,2011,17,2011-10-30,India,26.34140331423643,99.42,145.0,4.0,0.0,18.0,False,True,7.0
30,michael_schumacher,German,857.0,70.0,8.0,0.0,131.0,5.0,10.0,60.0,5.0,1:28.549,208.359,1.0,10815.5,2,2011,17,2011-10-30,India,42.82086558930026,100.554,145.0,4.0,0.0,18.0,False,True,8.0
3,rosberg,German,858.0,83.0,7.0,0.0,131.0,6.0,8.0,55.0,7.0,1:43.993,192.266,1.0,10138.25,2,2011,18,2011-11-13,UAE,26.37973401233427,72.569,159.0,4.0,0.0,14.0,False,True,6.0
30,michael_schumacher,German,858.0,76.0,8.0,0.0,131.0,7.0,6.0,55.0,15.0,1:44.916,190.575,1.0,10296.5,2,2011,18,2011-11-13,UAE,42.8591962873981,73.571,159.0,4.0,0.0,14.0,False,False,10.0
3,rosberg,German,860.0,0.0,12.0,0.0,131.0,12.0,0.0,58.0,14.0,1:30.931,209.948,1.0,11770.75,2,2012,1,2012-03-18,Australia,26.724710295214823,96.664,0.0,8.0,0.0,0.0,False,False,8.0
3,rosberg,German,861.0,0.0,15.0,0.0,131.0,13.0,0.0,56.0,11.0,1:41.863,195.898,1.0,16324.0,4,2012,2,2012-03-25,Malaysia,26.743875644263742,95.12100000000001,1.0,9.0,0.0,1.0,True,True,1.0
30,michael_schumacher,German,861.0,1.0,14.0,0.0,131.0,10.0,1.0,56.0,9.0,1:41.760,196.096,1.0,14395.8,3,2012,2,2012-03-25,Malaysia,43.22333791932757,95.691,1.0,9.0,0.0,1.0,False,False,3.0
3,rosberg,German,862.0,25.0,6.0,1.0,131.0,1.0,25.0,56.0,8.0,1:40.967,194.356,1.0,10655.75,2,2012,3,2012-04-15,China,26.801371691410502,92.82100000000001,26.0,5.0,1.0,25.0,False,True,5.0
30,michael_schumacher,German,862.0,1.0,17.0,0.0,131.0,24.0,0.0,12.0,24.0,1:44.109,188.49,61.0,7546.0,1,2012,3,2012-04-15,China,43.280833966474326,94.86500000000001,26.0,5.0,1.0,25.0,False,True,18.0
3,rosberg,German,863.0,35.0,6.0,1.0,131.0,5.0,10.0,57.0,10.0,1:38.080,198.646,1.0,13577.0,3,2012,4,2012-04-22,Bahrain,26.82053704045942,82.882,37.0,5.0,1.0,11.0,False,True,7.0
30,michael_schumacher,German,863.0,2.0,18.0,0.0,131.0,10.0,1.0,57.0,13.0,1:38.128,198.548,1.0,13433.8,3,2012,4,2012-04-22,Bahrain,43.29999931552325,82.90400000000001,37.0,5.0,1.0,11.0,False,False,9.0
3,rosberg,German,864.0,41.0,7.0,1.0,131.0,7.0,6.0,66.0,7.0,1:28.150,190.107,1.0,12325.0,3,2012,5,2012-05-13,Spain,26.87803308760618,74.44800000000001,43.0,5.0,1.0,6.0,True,True,3.0
30,michael_schumacher,German,864.0,2.0,18.0,0.0,131.0,24.0,0.0,12.0,21.0,1:31.089,183.973,4.0,7002.333333333333,1,2012,5,2012-05-13,Spain,43.35749536267001,74.301,43.0,5.0,1.0,6.0,False,False,1.0
3,rosberg,German,865.0,59.0,5.0,1.0,131.0,2.0,18.0,78.0,7.0,1:18.977,152.246,1.0,8580.666666666666,1,2012,6,2012-05-27,Monaco,26.916363785704018,74.411,61.0,5.0,1.0,18.0,False,True,5.0
30,michael_schumacher,German,865.0,2.0,18.0,0.0,131.0,19.0,0.0,63.0,6.0,1:18.904,152.387,32.0,8670.666666666666,1,2012,6,2012-05-27,Monaco,43.395826060767845,74.48,61.0,5.0,1.0,18.0,False,False,9.0
3,rosberg,German,866.0,67.0,5.0,1.0,131.0,6.0,8.0,70.0,7.0,1:17.060,203.732,1.0,10817.5,2,2012,7,2012-06-10,Canada,26.95469448380186,98.504,69.0,5.0,1.0,8.0,False,True,6.0
30,michael_schumacher,German,866.0,2.0,18.0,0.0,131.0,22.0,0.0,43.0,20.0,1:18.433,200.165,65.0,11306.75,2,2012,7,2012-06-10,Canada,43.43415675886568,98.77000000000001,69.0,5.0,1.0,8.0,True,True,12.0
3,rosberg,German,867.0,75.0,5.0,1.0,131.0,6.0,8.0,57.0,1.0,1:42.163,190.953,1.0,10402.5,2,2012,8,2012-06-24,Spain,26.993025181899696,107.724,92.0,5.0,1.0,23.0,False,False,13.0
30,michael_schumacher,German,867.0,17.0,13.0,0.0,131.0,3.0,15.0,57.0,3.0,1:43.099,189.22,1.0,10353.75,2,2012,8,2012-06-24,Spain,43.47248745696353,106.57100000000001,92.0,5.0,1.0,23.0,False,True,3.0
3,rosberg,German,868.0,75.0,6.0,1.0,131.0,15.0,0.0,52.0,11.0,1:35.750,221.489,1.0,14897.25,2,2012,9,2012-07-08,UK,27.031355879997538,75.988,98.0,5.0,1.0,6.0,False,True,17.0
30,michael_schumacher,German,868.0,23.0,12.0,0.0,131.0,7.0,6.0,52.0,6.0,1:35.191,222.789,1.0,13097.0,2,2012,9,2012-07-08,UK,43.510818155061365,76.686,98.0,5.0,1.0,6.0,False,True,4.0
3,rosberg,German,869.0,76.0,6.0,1.0,131.0,10.0,1.0,67.0,3.0,1:19.105,208.158,1.0,11180.4,3,2012,10,2012-07-22,Germany,27.069686578095375,81.89500000000001,105.0,5.0,1.0,7.0,False,True,13.0
30,michael_schumacher,German,869.0,29.0,12.0,0.0,131.0,7.0,6.0,67.0,1.0,1:18.725,209.163,1.0,11097.4,3,2012,10,2012-07-22,Germany,43.5491488531592,82.436,105.0,5.0,1.0,7.0,False,False,17.0
3,rosberg,German,870.0,77.0,6.0,1.0,131.0,10.0,1.0,69.0,9.0,1:25.830,183.753,1.0,10464.25,2,2012,11,2012-07-29,Hungary,27.088851927144294,110.18100000000001,106.0,5.0,1.0,1.0,False,False,18.0
30,michael_schumacher,German,870.0,29.0,12.0,0.0,131.0,24.0,0.0,58.0,19.0,1:26.778,181.746,45.0,11187.6,3,2012,11,2012-07-29,Hungary,43.56831420220812,109.081,106.0,5.0,1.0,1.0,False,True,13.0
3,rosberg,German,871.0,77.0,7.0,1.0,131.0,11.0,0.0,44.0,2.0,1:53.073,222.992,1.0,10617.5,2,2012,12,2012-09-02,Belgium,27.18467867238889,84.515,112.0,5.0,1.0,6.0,False,True,7.0
30,michael_schumacher,German,871.0,35.0,10.0,0.0,131.0,7.0,6.0,44.0,4.0,1:53.507,222.139,1.0,10850.0,2,2012,12,2012-09-02,Belgium,43.66414094745272,84.54,112.0,5.0,1.0,6.0,False,True,5.0
3,rosberg,German,872.0,83.0,7.0,1.0,131.0,7.0,6.0,53.0,1.0,1:27.239,239.053,1.0,11268.75,2,2012,13,2012-09-09,Italy,27.203844021437813,107.94300000000001,126.0,5.0,1.0,14.0,False,True,10.0
30,michael_schumacher,German,872.0,43.0,11.0,0.0,131.0,6.0,8.0,53.0,3.0,1:27.718,237.748,1.0,11364.75,2,2012,13,2012-09-09,Italy,43.68330629650164,107.82300000000001,126.0,5.0,1.0,14.0,False,False,9.0
3,rosberg,German,873.0,93.0,7.0,1.0,131.0,5.0,10.0,59.0,12.0,1:53.897,160.344,1.0,15027.25,2,2012,14,2012-09-23,Singapore,27.24217471953565,85.976,136.0,5.0,1.0,10.0,False,False,10.0
30,michael_schumacher,German,873.0,43.0,12.0,0.0,131.0,21.0,0.0,38.0,20.0,1:56.047,157.374,4.0,15530.0,2,2012,14,2012-09-23,Singapore,43.72163699459948,92.46900000000001,136.0,5.0,1.0,10.0,False,False,13.0
3,rosberg,German,876.0,93.0,7.0,1.0,131.0,11.0,0.0,60.0,14.0,1:29.492,206.163,1.0,7456.333333333333,1,2012,17,2012-10-28,India,27.33800146478025,101.60300000000001,136.0,5.0,1.0,0.0,False,False,8.0
30,michael_schumacher,German,876.0,43.0,14.0,0.0,131.0,22.0,0.0,55.0,9.0,1:29.230,206.769,31.0,11816.0,2,2012,17,2012-10-28,India,43.81746373984408,102.289,136.0,5.0,1.0,0.0,False,False,14.0
3,rosberg,German,877.0,93.0,8.0,1.0,131.0,23.0,0.0,7.0,22.0,1:49.340,182.864,4.0,10052.333333333334,1,2012,18,2012-11-04,UAE,27.357166813829167,98.501,136.0,5.0,1.0,0.0,False,False,17.0
30,michael_schumacher,German,877.0,43.0,15.0,0.0,131.0,11.0,0.0,55.0,6.0,1:45.225,190.015,1.0,10469.5,2,2012,18,2012-11-04,UAE,43.836629088893,96.79400000000001,136.0,5.0,1.0,0.0,False,False,6.0
3,rosberg,German,878.0,93.0,9.0,1.0,131.0,13.0,0.0,56.0,8.0,1:40.428,197.622,1.0,7409.0,1,2012,19,2012-11-18,USA,27.395497511927008,73.489,136.0,5.0,1.0,0.0,False,False,10.0
30,michael_schumacher,German,878.0,43.0,15.0,0.0,131.0,16.0,0.0,55.0,15.0,1:40.923,196.652,11.0,11117.0,2,2012,19,2012-11-18,USA,43.874959786990836,74.334,136.0,5.0,1.0,0.0,False,True,14.0
3,rosberg,German,900.0,25.0,1.0,1.0,131.0,1.0,25.0,57.0,1.0,1:32.478,206.436,1.0,12226.75,2,2014,1,2014-03-16,Australia,28.717906596302456,117.183,25.0,2.0,1.0,25.0,True,True,3.0
3,rosberg,German,910.0,202.0,1.0,4.0,131.0,4.0,12.0,70.0,1.0,1:25.724,183.981,1.0,13921.0,3,2014,11,2014-07-27,Hungary,29.08204822823193,125.59100000000001,393.0,1.0,9.0,27.0,True,True,1.0
3,rosberg,German,950.0,75.0,1.0,3.0,131.0,1.0,25.0,56.0,6.0,1:40.418,195.419,1.0,11835.75,2,2016,3,2016-04-17,China,30.80692964263469,95.337,114.0,1.0,3.0,31.0,True,True,1.0
4,alonso,Spanish,842.0,20.0,5.0,0.0,6.0,6.0,8.0,56.0,2.0,1:40.717,198.127,1.0,16481.0,4,2011,2,2011-04-10,Malaysia,29.698077304804343,95.119,36.0,3.0,0.0,18.0,False,True,5.0
13,massa,Brazilian,842.0,16.0,6.0,0.0,6.0,5.0,10.0,56.0,9.0,1:41.999,195.637,1.0,15102.6,3,2011,2,2011-04-10,Malaysia,29.95817847046825,95.14500000000001,36.0,3.0,0.0,18.0,False,True,6.0
4,alonso,Spanish,841.0,12.0,4.0,0.0,6.0,4.0,12.0,58.0,2.0,1:29.487,213.336,1.0,14602.0,3,2011,1,2011-03-27,Australia,29.659746606706502,95.802,18.0,3.0,0.0,18.0,False,True,5.0
13,massa,Brazilian,841.0,6.0,7.0,0.0,6.0,7.0,6.0,58.0,1.0,1:28.947,214.631,1.0,14658.2,3,2011,1,2011-03-27,Australia,29.91984777237041,96.251,18.0,3.0,0.0,18.0,False,True,7.0
4,alonso,Spanish,843.0,26.0,5.0,0.0,6.0,7.0,6.0,56.0,15.0,1:42.070,192.256,1.0,11155.5,2,2011,3,2011-04-17,China,29.717242653853262,85.851,50.0,3.0,0.0,14.0,True,True,5.0
13,massa,Brazilian,843.0,24.0,6.0,0.0,6.0,6.0,8.0,56.0,10.0,1:41.678,192.997,1.0,10912.0,2,2011,3,2011-04-17,China,29.97734381951717,86.39500000000001,50.0,3.0,0.0,14.0,False,False,10.0
4,alonso,Spanish,844.0,41.0,5.0,0.0,6.0,3.0,15.0,58.0,6.0,1:30.279,212.86,1.0,14494.833333333334,4,2011,4,2011-05-08,Turkey,29.77473870100002,81.964,65.0,3.0,0.0,15.0,False,True,4.0
13,massa,Brazilian,844.0,24.0,6.0,0.0,6.0,11.0,0.0,58.0,11.0,1:31.118,210.9,1.0,15726.166666666666,4,2011,4,2011-05-08,Turkey,30.03483986666393,82.888,65.0,3.0,0.0,15.0,False,False,8.0
4,alonso,Spanish,845.0,51.0,5.0,0.0,6.0,5.0,10.0,65.0,9.0,1:28.737,188.85,11.0,13795.333333333334,4,2011,5,2011-05-22,Spain,29.81306939909786,74.483,75.0,3.0,0.0,10.0,True,True,4.0
13,massa,Brazilian,845.0,24.0,8.0,0.0,6.0,22.0,0.0,58.0,11.0,1:29.081,188.12,6.0,13142.4,3,2011,5,2011-05-22,Spain,30.073170564761767,74.64800000000001,75.0,3.0,0.0,10.0,False,False,6.0
4,alonso,Spanish,846.0,69.0,5.0,0.0,6.0,2.0,18.0,78.0,4.0,1:16.471,157.236,1.0,14396.0,2,2011,6,2011-05-29,Monaco,29.832234748146778,73.199,93.0,3.0,0.0,18.0,False,False,2.0
13,massa,Brazilian,846.0,24.0,8.0,0.0,6.0,21.0,0.0,32.0,17.0,1:20.202,149.921,3.0,9158.0,1,2011,6,2011-05-29,Monaco,30.092335913810686,73.217,93.0,3.0,0.0,18.0,False,True,3.0
4,alonso,Spanish,847.0,69.0,5.0,0.0,6.0,22.0,0.0,36.0,22.0,1:34.223,166.621,4.0,15444.2,3,2011,7,2011-06-12,Canada,29.87056544624462,97.45400000000001,101.0,3.0,0.0,8.0,True,True,4.0
13,massa,Brazilian,847.0,32.0,6.0,0.0,6.0,6.0,8.0,70.0,5.0,1:19.148,198.357,1.0,16565.666666666668,4,2011,7,2011-06-12,Canada,30.130666611908527,97.53500000000001,101.0,3.0,0.0,8.0,False,True,5.0
4,alonso,Spanish,848.0,87.0,5.0,0.0,6.0,2.0,18.0,57.0,2.0,1:42.308,190.683,1.0,12603.2,3,2011,8,2011-06-26,Spain,29.908896144342457,90.516,129.0,3.0,0.0,28.0,True,True,3.0
13,massa,Brazilian,848.0,42.0,6.0,0.0,6.0,5.0,10.0,57.0,5.0,1:42.705,189.945,1.0,13504.0,3,2011,8,2011-06-26,Spain,30.168997310006365,91.12400000000001,129.0,3.0,0.0,28.0,False,True,4.0
4,alonso,Spanish,849.0,112.0,3.0,1.0,6.0,1.0,25.0,52.0,1.0,1:34.908,223.454,1.0,14973.4,3,2011,9,2011-07-10,UK,29.947226842440298,90.44200000000001,164.0,3.0,1.0,35.0,True,True,4.0
13,massa,Brazilian,849.0,52.0,6.0,0.0,6.0,5.0,10.0,52.0,2.0,1:35.474,222.129,1.0,14437.6,3,2011,9,2011-07-10,UK,30.207328008104206,90.91000000000001,164.0,3.0,1.0,35.0,False,True,5.0
4,alonso,Spanish,850.0,130.0,4.0,1.0,6.0,2.0,18.0,60.0,5.0,1:34.626,195.853,1.0,12258.8,3,2011,10,2011-07-24,Germany,29.985557540538135,80.262,192.0,3.0,1.0,28.0,True,True,5.0
13,massa,Brazilian,850.0,62.0,6.0,0.0,6.0,5.0,10.0,60.0,4.0,1:34.609,195.888,1.0,12659.0,3,2011,10,2011-07-24,Germany,30.245658706202043,80.35000000000001,192.0,3.0,1.0,28.0,False,True,4.0
4,alonso,Spanish,851.0,145.0,4.0,1.0,6.0,3.0,15.0,70.0,3.0,1:23.711,188.405,1.0,14501.833333333334,4,2011,11,2011-07-31,Hungary,30.004722889587054,111.251,215.0,3.0,1.0,23.0,False,True,8.0
13,massa,Brazilian,851.0,70.0,6.0,0.0,6.0,6.0,8.0,70.0,1.0,1:23.415,189.073,1.0,14650.833333333334,4,2011,11,2011-07-31,Hungary,30.264824055250962,110.256,215.0,3.0,1.0,23.0,False,True,4.0
4,alonso,Spanish,852.0,157.0,3.0,1.0,6.0,4.0,12.0,44.0,5.0,1:51.107,226.937,1.0,10773.25,2,2011,12,2011-08-28,Belgium,30.081384285782732,82.84100000000001,231.0,3.0,1.0,16.0,True,True,4.0
13,massa,Brazilian,852.0,74.0,6.0,0.0,6.0,8.0,4.0,44.0,7.0,1:51.564,226.008,1.0,13294.6,3,2011,12,2011-08-28,Belgium,30.34148545144664,83.188,231.0,3.0,1.0,16.0,False,True,6.0
4,alonso,Spanish,853.0,172.0,2.0,1.0,6.0,3.0,15.0,53.0,6.0,1:27.191,239.185,1.0,11346.25,2,2011,13,2011-09-11,Italy,30.119714983880574,104.87400000000001,254.0,3.0,1.0,23.0,False,True,5.0
13,massa,Brazilian,853.0,82.0,6.0,0.0,6.0,6.0,8.0,53.0,5.0,1:26.924,239.919,1.0,11208.75,2,2011,13,2011-09-11,Italy,30.37981614954448,105.80000000000001,254.0,3.0,1.0,23.0,False,True,6.0
4,alonso,Spanish,854.0,184.0,3.0,1.0,6.0,4.0,12.0,61.0,5.0,1:50.891,164.691,1.0,18367.6,3,2011,14,2011-09-25,Singapore,30.15804568197841,90.88600000000001,268.0,3.0,1.0,14.0,True,True,5.0
13,massa,Brazilian,854.0,84.0,6.0,0.0,6.0,9.0,2.0,60.0,8.0,1:52.550,162.263,11.0,20828.166666666668,4,2011,14,2011-09-25,Singapore,30.41814684764232,90.804,268.0,3.0,1.0,14.0,False,True,4.0
4,alonso,Spanish,855.0,202.0,3.0,1.0,6.0,2.0,18.0,53.0,4.0,1:36.682,216.226,1.0,12811.2,3,2011,15,2011-10-09,Japan,30.196376380076252,96.98,292.0,3.0,1.0,24.0,False,True,6.0
13,massa,Brazilian,855.0,90.0,6.0,0.0,6.0,7.0,6.0,53.0,11.0,1:37.800,213.754,1.0,12899.0,3,2011,15,2011-10-09,Japan,30.45647754574016,96.831,292.0,3.0,1.0,24.0,False,True,5.0
4,alonso,Spanish,856.0,212.0,3.0,1.0,6.0,5.0,10.0,55.0,6.0,1:40.547,201.04,1.0,10619.25,2,2011,16,2011-10-16,Korea,30.21554172912517,84.519,310.0,3.0,1.0,18.0,True,True,4.0
13,massa,Brazilian,856.0,98.0,6.0,0.0,6.0,6.0,8.0,55.0,5.0,1:40.541,201.052,1.0,11397.75,2,2011,16,2011-10-16,Korea,30.47564289478908,85.122,310.0,3.0,1.0,18.0,False,False,6.0
4,alonso,Spanish,857.0,227.0,3.0,1.0,6.0,3.0,15.0,60.0,3.0,1:27.953,209.771,1.0,11122.25,2,2011,17,2011-10-30,India,30.25387242722301,99.058,325.0,3.0,1.0,15.0,True,True,5.0
13,massa,Brazilian,857.0,98.0,6.0,0.0,6.0,20.0,0.0,32.0,15.0,1:30.243,204.447,22.0,13051.2,3,2011,17,2011-10-30,India,30.513973592886916,99.623,325.0,3.0,1.0,15.0,False,True,6.0
4,alonso,Spanish,858.0,245.0,3.0,1.0,6.0,2.0,18.0,55.0,6.0,1:43.914,192.412,1.0,10596.75,2,2011,18,2011-11-13,UAE,30.29220312532085,72.59100000000001,353.0,3.0,1.0,28.0,False,True,5.0
13,massa,Brazilian,858.0,108.0,6.0,0.0,6.0,5.0,10.0,55.0,10.0,1:44.288,191.722,1.0,10344.25,2,2011,18,2011-11-13,UAE,30.552304290984758,73.068,353.0,3.0,1.0,28.0,False,True,7.0
4,alonso,Spanish,860.0,10.0,5.0,0.0,6.0,5.0,10.0,58.0,7.0,1:30.277,211.469,1.0,11202.25,2,2012,1,2012-03-18,Australia,30.6371794082014,97.379,10.0,4.0,0.0,10.0,True,True,9.0
13,massa,Brazilian,860.0,0.0,17.0,0.0,6.0,17.0,0.0,46.0,15.0,1:31.940,207.644,4.0,13563.4,3,2012,1,2012-03-18,Australia,30.89728057386531,97.73100000000001,10.0,4.0,0.0,10.0,False,False,12.0
4,alonso,Spanish,861.0,35.0,1.0,1.0,6.0,1.0,25.0,56.0,7.0,1:41.680,196.25,1.0,14183.2,3,2012,2,2012-03-25,Malaysia,30.65634475725032,95.982,35.0,3.0,1.0,25.0,False,True,9.0
13,massa,Brazilian,861.0,0.0,19.0,0.0,6.0,15.0,0.0,56.0,13.0,1:42.051,195.537,1.0,16565.333333333332,4,2012,2,2012-03-25,Malaysia,30.916445922914228,96.25500000000001,35.0,3.0,1.0,25.0,False,False,12.0
4,alonso,Spanish,862.0,37.0,3.0,1.0,6.0,9.0,2.0,56.0,12.0,1:41.152,194.001,1.0,12264.4,3,2012,3,2012-04-15,China,30.71384080439708,93.403,37.0,3.0,1.0,2.0,False,True,9.0
13,massa,Brazilian,862.0,0.0,18.0,0.0,6.0,13.0,0.0,56.0,14.0,1:41.240,193.832,1.0,10294.0,2,2012,3,2012-04-15,China,30.973941970060988,93.912,37.0,3.0,1.0,2.0,False,True,14.0
4,alonso,Spanish,863.0,43.0,5.0,1.0,6.0,7.0,6.0,57.0,15.0,1:38.203,198.397,1.0,13923.4,3,2012,4,2012-04-22,Bahrain,30.733006153446,82.302,45.0,4.0,1.0,8.0,True,True,3.0
13,massa,Brazilian,863.0,2.0,17.0,0.0,6.0,9.0,2.0,57.0,12.0,1:38.123,198.558,1.0,13666.8,3,2012,4,2012-04-22,Bahrain,30.993107319109907,83.444,45.0,4.0,1.0,8.0,False,False,17.0
4,alonso,Spanish,864.0,61.0,2.0,1.0,6.0,2.0,18.0,66.0,3.0,1:27.390,191.761,1.0,12091.4,3,2012,5,2012-05-13,Spain,30.79050220059276,74.94800000000001,63.0,4.0,1.0,18.0,True,True,6.0
13,massa,Brazilian,864.0,2.0,17.0,0.0,6.0,15.0,0.0,65.0,11.0,1:28.448,189.467,11.0,12768.333333333334,4,2012,5,2012-05-13,Spain,31.050603366256667,74.911,63.0,4.0,1.0,18.0,False,True,7.0
4,alonso,Spanish,865.0,76.0,1.0,1.0,6.0,3.0,15.0,78.0,5.0,1:18.857,152.478,1.0,8696.333333333334,1,2012,6,2012-05-27,Monaco,30.828832898690596,74.15100000000001,86.0,3.0,1.0,23.0,False,True,3.0
13,massa,Brazilian,865.0,10.0,14.0,0.0,6.0,6.0,8.0,78.0,10.0,1:19.101,152.008,1.0,8623.666666666666,1,2012,6,2012-05-27,Monaco,31.088934064354504,74.465,86.0,3.0,1.0,23.0,False,True,6.0
4,alonso,Spanish,866.0,86.0,2.0,1.0,6.0,5.0,10.0,70.0,15.0,1:17.820,201.742,1.0,7334.333333333333,1,2012,7,2012-06-10,Canada,30.867163596788433,98.70700000000001,97.0,4.0,1.0,11.0,True,True,11.0
13,massa,Brazilian,866.0,11.0,14.0,0.0,6.0,10.0,1.0,70.0,2.0,1:16.182,206.08,1.0,10780.5,2,2012,7,2012-06-10,Canada,31.127264762452345,98.78,97.0,4.0,1.0,11.0,False,False,13.0
